passer,receiver,x,y,end_x,end_y,pass_outcome,pass_length,pass_angle,minute,second,team,match_id,match_date,opponent
Alphonso Davies,Alistair Johnston,99.9,58.3,94.2,61.3,Incomplete,6.441273,2.6571147,52,5,Canada,3857276,2022-12-01,Canada
Romain Saïss,Youssef En-Nesyri,36.6,26.7,51.2,29.9,,14.946571,0.21576619,52,9,Morocco,3857276,2022-12-01,Morocco
Tajon Buchanan,Mark Anthony Kaye,76.0,51.1,68.5,49.6,,7.648529,-2.9441972,52,11,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Mark Anthony Kaye,63.1,43.8,60.6,34.0,,10.113852,-1.8205711,52,42,Canada,3857276,2022-12-01,Canada
Mark Anthony Kaye,Kamal Miller,63.8,30.5,62.9,20.3,,10.239629,-1.6588037,52,44,Canada,3857276,2022-12-01,Canada
Kamal Miller,Tajon Buchanan,62.7,17.9,79.6,3.6,,22.138203,-0.7022569,52,46,Canada,3857276,2022-12-01,Canada
Achraf Hakimi Mouh,Azzedine Ounahi,9.5,75.0,18.5,75.2,,9.002222,0.022218565,52,57,Morocco,3857276,2022-12-01,Morocco
Azzedine Ounahi,Hakim Ziyech,17.2,75.0,13.5,70.7,,5.672742,-2.2813346,52,59,Morocco,3857276,2022-12-01,Morocco
Hakim Ziyech,Achraf Hakimi Mouh,19.7,64.7,11.6,71.6,,10.640489,2.4360244,53,2,Morocco,3857276,2022-12-01,Morocco
Achraf Hakimi Mouh,Youssef En-Nesyri,11.2,72.4,42.8,75.7,,31.771843,0.104053214,53,5,Morocco,3857276,2022-12-01,Morocco
Azzedine Ounahi,Romain Saïss,64.2,66.2,49.7,13.8,,54.3692,-1.8407587,53,33,Morocco,3857276,2022-12-01,Morocco
Romain Saïss,Abdelhamid Sabiri,50.5,10.0,56.5,0.6,,11.151682,-1.0026916,53,40,Morocco,3857276,2022-12-01,Morocco
Abdelhamid Sabiri,Romain Saïss,52.7,2.9,40.9,3.6,,11.8207445,3.08234,53,43,Morocco,3857276,2022-12-01,Morocco
Romain Saïss,Noussair Mazraoui,45.0,1.9,73.9,4.2,Incomplete,28.991379,0.079417385,53,45,Morocco,3857276,2022-12-01,Morocco
David Junior Hoilett,Mark Anthony Kaye,46.2,75.9,55.0,67.8,,11.960351,-0.7440017,53,47,Canada,3857276,2022-12-01,Canada
Mark Anthony Kaye,Steven de Sousa Vitoria,51.4,54.5,38.8,62.8,,15.088075,2.5591047,53,50,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Alistair Johnston,39.0,63.1,45.0,71.4,,10.241582,0.94487154,53,52,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Mark Anthony Kaye,49.7,70.3,49.7,54.9,,15.4,-1.5707964,53,55,Canada,3857276,2022-12-01,Canada
Mark Anthony Kaye,Alistair Johnston,49.9,55.8,58.2,69.9,,16.36154,1.0387623,53,57,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Steven de Sousa Vitoria,58.2,70.1,39.0,63.5,,20.30271,-2.8104966,53,58,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Kamal Miller,39.4,55.8,39.8,28.4,,27.40292,-1.5561988,54,1,Canada,3857276,2022-12-01,Canada
Kamal Miller,Steven de Sousa Vitoria,39.8,28.4,34.9,52.8,,24.887146,1.7689799,54,3,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Kamal Miller,39.2,51.5,37.0,28.4,,23.204525,-1.665748,54,8,Canada,3857276,2022-12-01,Canada
Kamal Miller,Sam Adekugbe,44.7,23.3,50.9,7.7,,16.7869,-1.1925024,54,13,Canada,3857276,2022-12-01,Canada
Sam Adekugbe,Jonathan Osorio,51.2,13.9,57.4,25.4,,13.064838,1.0763365,54,16,Canada,3857276,2022-12-01,Canada
Jonathan Osorio,Sam Adekugbe,57.4,25.4,50.5,17.1,,10.793516,-2.2643483,54,17,Canada,3857276,2022-12-01,Canada
Sam Adekugbe,Alphonso Davies,51.6,12.4,69.1,7.7,,18.120155,-0.26237985,54,19,Canada,3857276,2022-12-01,Canada
Alphonso Davies,Mark Anthony Kaye,74.7,5.1,77.5,25.8,,20.888514,1.4363467,54,35,Canada,3857276,2022-12-01,Canada
Mark Anthony Kaye,Sam Adekugbe,75.5,23.7,69.8,17.3,,8.570297,-2.2984076,54,37,Canada,3857276,2022-12-01,Canada
Sam Adekugbe,Jonathan Osorio,69.8,17.3,64.4,38.7,,22.070795,1.8179728,54,38,Canada,3857276,2022-12-01,Canada
Jonathan Osorio,Sam Adekugbe,62.5,49.6,64.0,26.5,,23.14865,-1.5059524,54,43,Canada,3857276,2022-12-01,Canada
Sam Adekugbe,Kamal Miller,63.1,22.8,70.8,9.2,,15.6285,-1.0556184,54,46,Canada,3857276,2022-12-01,Canada
Kamal Miller,Tajon Buchanan,74.7,8.1,87.5,17.5,,15.880806,0.6334259,54,50,Canada,3857276,2022-12-01,Canada
Tajon Buchanan,Alphonso Davies,87.5,17.5,91.8,2.7,,15.412008,-1.2880404,54,50,Canada,3857276,2022-12-01,Canada
Alphonso Davies,Kamal Miller,86.2,4.2,64.6,4.7,,21.605785,3.1184487,54,54,Canada,3857276,2022-12-01,Canada
Kamal Miller,Steven de Sousa Vitoria,63.8,8.9,58.4,40.2,,31.7624,1.7416385,54,56,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Alistair Johnston,75.5,54.3,65.3,61.8,,12.660568,2.50757,55,2,Canada,3857276,2022-12-01,Canada
Alistair Johnston,David Junior Hoilett,65.1,64.6,83.5,77.4,,22.414282,0.607802,55,4,Canada,3857276,2022-12-01,Canada
Yassine Bounou,Abdelhamid Sabiri,6.0,44.0,65.3,67.3,,63.713264,0.37438577,56,32,Morocco,3857276,2022-12-01,Morocco
Kamal Miller,Alphonso Davies,37.3,22.0,64.6,26.9,Incomplete,27.736258,0.17759617,56,36,Canada,3857276,2022-12-01,Canada
Sofyan Amrabat,Romain Saïss,51.0,50.6,42.4,42.9,,11.543396,-2.411353,56,40,Morocco,3857276,2022-12-01,Morocco
Hakim Ziyech,Sofiane Boufal,70.4,54.7,74.3,49.3,,6.661081,-0.9453113,56,52,Morocco,3857276,2022-12-01,Morocco
Alistair Johnston,Jonathan Osorio,42.2,42.7,44.7,53.4,,10.988175,1.341269,56,57,Canada,3857276,2022-12-01,Canada
Jonathan Osorio,David Junior Hoilett,45.2,54.9,81.3,77.8,,42.75067,0.56529397,56,59,Canada,3857276,2022-12-01,Canada
David Junior Hoilett,Alphonso Davies,96.1,68.4,105.1,41.2,,28.650305,-1.2512532,57,5,Canada,3857276,2022-12-01,Canada
Yassine Bounou,Abdelhamid Sabiri,6.0,36.0,32.8,37.6,,26.84772,0.059630714,57,31,Morocco,3857276,2022-12-01,Morocco
Milan Borjan,Steven de Sousa Vitoria,12.0,35.7,24.9,50.6,,19.708374,0.8572169,57,38,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Mark Anthony Kaye,26.1,51.5,39.4,51.3,,13.301504,-0.015036461,57,41,Canada,3857276,2022-12-01,Canada
Mark Anthony Kaye,Alistair Johnston,53.7,57.5,51.6,72.0,,14.651279,1.7146239,57,46,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Mark Anthony Kaye,63.4,74.8,69.3,60.9,,15.100331,-1.1693828,57,50,Canada,3857276,2022-12-01,Canada
Mark Anthony Kaye,Alistair Johnston,69.3,60.9,68.1,76.3,,15.446683,1.6485612,57,51,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Steven de Sousa Vitoria,73.2,76.5,51.4,60.3,,27.160265,-2.5025098,57,54,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Sam Adekugbe,56.1,56.6,48.6,31.6,,26.100767,-1.8622531,57,58,Canada,3857276,2022-12-01,Canada
Sam Adekugbe,Kamal Miller,45.8,28.8,50.9,8.5,,20.930838,-1.3246589,58,1,Canada,3857276,2022-12-01,Canada
Kamal Miller,Sam Adekugbe,51.6,15.8,40.9,30.8,,18.425255,2.190415,58,4,Canada,3857276,2022-12-01,Canada
Sam Adekugbe,Mark Anthony Kaye,43.9,28.2,55.7,29.3,,11.85116,0.09295171,58,7,Canada,3857276,2022-12-01,Canada
Mark Anthony Kaye,Kamal Miller,55.9,29.3,49.2,16.2,,14.713939,-2.0435622,58,8,Canada,3857276,2022-12-01,Canada
Kamal Miller,Tajon Buchanan,50.9,12.4,93.5,20.5,Incomplete,43.36323,0.18789788,58,10,Canada,3857276,2022-12-01,Canada
Achraf Hakimi Mouh,Nayef Aguerd,26.6,59.6,9.5,59.6,,17.1,3.1415927,58,13,Morocco,3857276,2022-12-01,Morocco
Nayef Aguerd,Sofyan Amrabat,8.6,59.4,17.8,59.8,,9.208692,0.043450896,58,16,Morocco,3857276,2022-12-01,Morocco
Sofyan Amrabat,Nayef Aguerd,14.6,60.3,3.1,64.3,,12.175796,2.806856,58,17,Morocco,3857276,2022-12-01,Morocco
Nayef Aguerd,Hakim Ziyech,3.1,64.3,43.1,75.9,,41.64805,0.2822574,58,19,Morocco,3857276,2022-12-01,Morocco
Hakim Ziyech,Azzedine Ounahi,37.7,77.8,49.0,71.4,,12.986531,-0.51532567,58,23,Morocco,3857276,2022-12-01,Morocco
Azzedine Ounahi,Achraf Hakimi Mouh,116.2,65.2,108.9,73.9,,11.356936,2.2689168,58,39,Morocco,3857276,2022-12-01,Morocco
Achraf Hakimi Mouh,Sofiane Boufal,106.2,72.4,105.3,65.8,,6.661081,-1.706324,58,41,Morocco,3857276,2022-12-01,Morocco
Sofiane Boufal,Achraf Hakimi Mouh,105.3,66.2,102.5,72.9,,7.2615423,1.9666468,58,42,Morocco,3857276,2022-12-01,Morocco
Achraf Hakimi Mouh,Sofyan Amrabat,94.6,71.2,82.6,26.5,,46.28272,-1.8330688,58,45,Morocco,3857276,2022-12-01,Morocco
Sofyan Amrabat,Noussair Mazraoui,92.9,9.6,111.7,2.3,,20.16755,-0.3703778,58,56,Morocco,3857276,2022-12-01,Morocco
Abdelhamid Sabiri,Sofiane Boufal,106.2,2.7,98.2,1.0,,8.178631,-2.9322073,60,39,Morocco,3857276,2022-12-01,Morocco
Sofiane Boufal,Romain Saïss,96.1,2.3,52.0,25.0,,49.599396,2.6662233,60,42,Morocco,3857276,2022-12-01,Morocco
Romain Saïss,Achraf Hakimi Mouh,53.1,30.5,61.9,66.7,,37.25426,1.332328,60,46,Morocco,3857276,2022-12-01,Morocco
Achraf Hakimi Mouh,Youssef En-Nesyri,62.9,68.6,95.5,50.8,,37.142967,-0.49977645,60,50,Morocco,3857276,2022-12-01,Morocco
Youssef En-Nesyri,Azzedine Ounahi,95.5,50.8,98.5,61.5,Incomplete,11.112605,1.297441,60,52,Morocco,3857276,2022-12-01,Morocco
Atiba Hutchinson,Tajon Buchanan,12.4,4.0,21.9,4.4,,9.508417,0.042080406,60,56,Canada,3857276,2022-12-01,Canada
Tajon Buchanan,Alphonso Davies,21.2,0.1,50.5,4.2,,29.58547,0.139029,61,10,Canada,3857276,2022-12-01,Canada
Nayef Aguerd,Yassine Bounou,45.4,72.4,15.5,49.6,,37.601196,-2.490113,61,15,Morocco,3857276,2022-12-01,Morocco
Yassine Bounou,Nayef Aguerd,15.0,45.9,22.7,69.7,,25.014595,1.2578951,61,19,Morocco,3857276,2022-12-01,Morocco
Sofyan Amrabat,Youssef En-Nesyri,50.1,65.8,65.5,66.5,,15.415901,0.04542328,61,30,Morocco,3857276,2022-12-01,Morocco
David Junior Hoilett,Steven de Sousa Vitoria,55.7,47.2,40.7,40.6,,16.3878,-2.7270858,61,35,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Kamal Miller,39.4,40.4,23.4,8.5,,35.68767,-2.035697,61,39,Canada,3857276,2022-12-01,Canada
Kamal Miller,Tajon Buchanan,19.7,3.8,31.7,4.7,,12.033703,0.07485985,61,44,Canada,3857276,2022-12-01,Canada
Tajon Buchanan,Jonathan Osorio,64.0,7.2,62.1,4.4,,3.3837848,-2.1669955,61,52,Canada,3857276,2022-12-01,Canada
Jonathan Osorio,Steven de Sousa Vitoria,62.3,7.7,44.7,37.0,,34.179672,2.1117177,61,55,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Ismael Koné,45.8,38.0,62.3,70.3,,36.270374,1.0985177,61,58,Canada,3857276,2022-12-01,Canada
Ismael Koné,Jonathan David,79.4,62.2,84.1,54.5,,9.021087,-1.0227724,62,5,Canada,3857276,2022-12-01,Canada
Jonathan David,Ismael Koné,84.1,54.5,77.3,55.6,,6.8883963,2.9812171,62,6,Canada,3857276,2022-12-01,Canada
Ismael Koné,David Junior Hoilett,75.1,60.1,88.6,77.4,,21.94402,0.9081544,62,9,Canada,3857276,2022-12-01,Canada
Jonathan David,Atiba Hutchinson,93.7,54.3,85.0,53.0,,8.79659,-2.993265,62,17,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Jonathan Osorio,84.1,49.8,87.7,45.3,,5.7628117,-0.8960554,62,18,Canada,3857276,2022-12-01,Canada
Jonathan Osorio,Atiba Hutchinson,88.0,45.1,82.6,49.8,,7.1589108,2.4253907,62,19,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,David Junior Hoilett,82.6,51.5,91.4,58.1,,11.0,0.6435011,62,20,Canada,3857276,2022-12-01,Canada
David Junior Hoilett,Jonathan Osorio,87.1,53.2,99.3,46.6,Incomplete,13.870832,-0.4958945,62,27,Canada,3857276,2022-12-01,Canada
Kamal Miller,Steven de Sousa Vitoria,75.5,36.5,57.2,47.7,,21.455303,2.5923805,62,36,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Kamal Miller,57.8,47.4,62.9,30.5,,17.652761,-1.2777117,62,39,Canada,3857276,2022-12-01,Canada
Kamal Miller,Tajon Buchanan,64.0,28.2,84.7,6.4,,30.062103,-0.81127477,62,42,Canada,3857276,2022-12-01,Canada
Tajon Buchanan,Jonathan David,90.1,26.5,100.8,22.4,,11.458621,-0.3659207,62,49,Canada,3857276,2022-12-01,Canada
Youssef En-Nesyri,Achraf Hakimi Mouh,7.5,67.7,6.0,63.5,,4.4598207,-1.9138203,62,57,Morocco,3857276,2022-12-01,Morocco
Jonathan Osorio,Kamal Miller,98.0,5.1,74.3,14.3,,25.423021,2.7713125,63,1,Canada,3857276,2022-12-01,Canada
Kamal Miller,Ismael Koné,74.3,14.3,80.0,32.9,,19.45379,1.2734312,63,3,Canada,3857276,2022-12-01,Canada
Ismael Koné,Jonathan Osorio,78.5,29.0,91.8,7.9,,24.941933,-1.0083721,63,9,Canada,3857276,2022-12-01,Canada
Jonathan Osorio,Tajon Buchanan,94.6,8.3,108.7,5.7,,14.337712,-0.18234882,63,12,Canada,3857276,2022-12-01,Canada
Tajon Buchanan,Kamal Miller,107.0,8.1,97.4,11.3,,10.119288,2.819842,63,17,Canada,3857276,2022-12-01,Canada
Kamal Miller,Jonathan Osorio,97.4,11.3,102.9,22.0,Incomplete,12.030794,1.0959967,63,18,Canada,3857276,2022-12-01,Canada
Hakim Ziyech,Achraf Hakimi Mouh,27.2,73.3,23.8,54.5,,19.104973,-1.7497135,63,22,Morocco,3857276,2022-12-01,Morocco
Achraf Hakimi Mouh,Azzedine Ounahi,24.7,50.4,23.2,74.8,,24.446064,1.6321945,63,26,Morocco,3857276,2022-12-01,Morocco
Azzedine Ounahi,Sofiane Boufal,23.2,74.8,62.3,54.9,Incomplete,43.872772,-0.47078305,63,28,Morocco,3857276,2022-12-01,Morocco
Atiba Hutchinson,Alistair Johnston,49.0,32.9,56.9,47.4,,16.512419,1.0719329,63,34,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Ismael Koné,66.6,69.5,72.3,52.1,,18.309834,-1.254227,63,38,Canada,3857276,2022-12-01,Canada
Ismael Koné,Tajon Buchanan,80.5,37.2,82.4,4.2,,33.054653,-1.5132841,63,45,Canada,3857276,2022-12-01,Canada
Tajon Buchanan,Ismael Koné,81.8,13.0,77.7,28.4,,15.936437,1.8309945,63,50,Canada,3857276,2022-12-01,Canada
Ismael Koné,David Junior Hoilett,79.4,32.0,97.8,78.0,,49.543518,1.19029,63,53,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Steven de Sousa Vitoria,88.4,80.0,65.7,58.1,,31.542036,-2.3741298,65,4,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Atiba Hutchinson,64.6,62.0,73.6,76.1,,16.727522,1.0026916,65,8,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Ismael Koné,85.0,75.7,86.7,64.3,,11.526057,-1.4227644,65,12,Canada,3857276,2022-12-01,Canada
Ismael Koné,Tajon Buchanan,86.7,61.3,93.7,7.0,,54.749336,-1.44259,65,14,Canada,3857276,2022-12-01,Canada
Kamal Miller,David Junior Hoilett,52.7,15.6,61.9,7.9,,11.997083,-0.6968728,65,26,Canada,3857276,2022-12-01,Canada
David Junior Hoilett,Kamal Miller,61.9,7.9,51.2,18.1,,14.782761,2.3801134,65,27,Canada,3857276,2022-12-01,Canada
Kamal Miller,Ismael Koné,52.0,20.1,65.1,25.0,,13.986422,0.35793385,65,29,Canada,3857276,2022-12-01,Canada
Ismael Koné,Kamal Miller,64.9,23.7,52.0,13.2,,16.633099,-2.4584012,65,30,Canada,3857276,2022-12-01,Canada
Kamal Miller,Ismael Koné,56.7,14.5,58.2,23.3,,8.926926,1.4019644,65,34,Canada,3857276,2022-12-01,Canada
Ismael Koné,Atiba Hutchinson,57.2,27.5,52.0,60.1,,33.01212,1.728973,65,36,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Ismael Koné,56.9,59.0,68.3,45.9,,17.36577,-0.8546749,65,39,Canada,3857276,2022-12-01,Canada
Ismael Koné,Steven de Sousa Vitoria,65.7,44.9,53.1,40.4,,13.379462,-2.7985687,65,43,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Kamal Miller,52.2,38.0,49.2,23.9,,14.415617,-1.7804362,65,46,Canada,3857276,2022-12-01,Canada
Kamal Miller,Ismael Koné,49.2,23.9,58.2,28.6,,10.153324,0.48126695,65,47,Canada,3857276,2022-12-01,Canada
Ismael Koné,Tajon Buchanan,60.1,27.1,76.0,8.3,,24.622145,-0.8687779,65,49,Canada,3857276,2022-12-01,Canada
Tajon Buchanan,David Junior Hoilett,76.0,8.3,81.1,19.2,,12.034118,1.1331651,65,50,Canada,3857276,2022-12-01,Canada
David Junior Hoilett,Alphonso Davies,83.5,21.6,113.4,22.0,Pass Offside,29.902676,0.013377128,65,52,Canada,3857276,2022-12-01,Canada
Yassine Bounou,Youssef En-Nesyri,20.6,51.5,81.6,74.2,Incomplete,65.08679,0.35625315,66,40,Morocco,3857276,2022-12-01,Morocco
Steven de Sousa Vitoria,Jonathan David,38.5,5.9,53.9,26.9,,26.041506,0.93804747,66,43,Canada,3857276,2022-12-01,Canada
Jonathan David,David Junior Hoilett,53.9,26.9,56.3,17.7,Incomplete,9.507892,-1.315614,66,46,Canada,3857276,2022-12-01,Canada
Azzedine Ounahi,Romain Saïss,63.8,62.4,49.9,48.9,,19.376791,-2.370792,66,47,Morocco,3857276,2022-12-01,Morocco
Milan Borjan,Steven de Sousa Vitoria,15.7,36.3,24.2,45.5,,12.525574,0.8249256,66,54,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Atiba Hutchinson,29.1,49.6,37.7,40.8,,12.304471,-0.7968919,66,57,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Kamal Miller,45.0,40.0,44.7,23.3,,16.702694,-1.5887585,67,2,Canada,3857276,2022-12-01,Canada
Kamal Miller,Atiba Hutchinson,47.5,19.6,58.4,24.6,,11.992081,0.43007815,67,7,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Kamal Miller,57.6,23.7,46.9,12.8,,15.274161,-2.3469355,67,8,Canada,3857276,2022-12-01,Canada
Kamal Miller,Atiba Hutchinson,56.7,12.4,63.6,19.0,,9.548298,0.7631796,67,12,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Steven de Sousa Vitoria,63.6,19.0,46.0,37.4,,25.46213,2.333976,67,12,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Ismael Koné,46.7,37.6,58.0,57.5,,22.884493,1.0543603,67,15,Canada,3857276,2022-12-01,Canada
Ismael Koné,Kamal Miller,56.9,50.6,56.5,23.1,,27.502909,-1.5853407,67,18,Canada,3857276,2022-12-01,Canada
Kamal Miller,David Junior Hoilett,62.5,13.9,93.3,6.6,Pass Offside,31.653278,-0.23271874,67,23,Canada,3857276,2022-12-01,Canada
Noussair Mazraoui,Zakaria Aboukhlal,83.3,16.4,95.9,5.9,,16.401524,-0.69473827,68,7,Morocco,3857276,2022-12-01,Morocco
Zakaria Aboukhlal,Romain Saïss,69.4,2.1,34.7,11.3,,35.898888,2.8824258,68,13,Morocco,3857276,2022-12-01,Morocco
Romain Saïss,Yassine Bounou,26.8,18.1,10.3,37.2,,25.240047,2.2832901,68,20,Morocco,3857276,2022-12-01,Morocco
Yassine Bounou,Nayef Aguerd,10.3,37.2,18.7,57.3,,21.784628,1.1749458,68,22,Morocco,3857276,2022-12-01,Morocco
Nayef Aguerd,Sofyan Amrabat,20.4,56.8,31.3,54.1,,11.229425,-0.24281883,68,25,Morocco,3857276,2022-12-01,Morocco
Sofyan Amrabat,Yassine Bounou,27.2,54.1,11.2,41.2,,20.552616,-2.4630523,68,28,Morocco,3857276,2022-12-01,Morocco
Yassine Bounou,Romain Saïss,14.6,35.7,24.0,11.5,,25.96151,-1.2003039,68,31,Morocco,3857276,2022-12-01,Morocco
Romain Saïss,Yassine Bounou,25.7,13.0,12.5,34.4,,25.143587,2.1234934,68,35,Morocco,3857276,2022-12-01,Morocco
Yassine Bounou,Nayef Aguerd,14.4,34.4,14.4,59.2,,24.8,1.5707964,68,40,Morocco,3857276,2022-12-01,Morocco
Nayef Aguerd,Azzedine Ounahi,14.6,63.7,36.9,51.5,,25.419086,-0.5006026,68,43,Morocco,3857276,2022-12-01,Morocco
Azzedine Ounahi,Hakim Ziyech,26.4,57.0,46.9,69.7,,24.11514,0.5546433,68,46,Morocco,3857276,2022-12-01,Morocco
Hakim Ziyech,Azzedine Ounahi,47.3,70.9,45.6,61.5,,9.552486,-1.7497135,68,47,Morocco,3857276,2022-12-01,Morocco
Azzedine Ounahi,Hakim Ziyech,83.5,75.7,75.4,70.3,,9.734988,-2.55359,68,53,Morocco,3857276,2022-12-01,Morocco
Richie Laryea,Milan Borjan,13.1,50.4,3.0,48.3,,10.316007,-2.9365926,69,1,Canada,3857276,2022-12-01,Canada
Milan Borjan,Atiba Hutchinson,4.5,47.7,15.2,56.2,,13.665284,0.6713124,69,6,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Richie Laryea,13.9,59.2,22.1,78.2,,20.69396,1.1633664,69,8,Canada,3857276,2022-12-01,Canada
Richie Laryea,Alistair Johnston,22.1,78.2,19.9,71.6,,6.9570107,-1.8925469,69,11,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Ismael Koné,20.4,71.4,31.3,57.9,,17.35108,-0.89155495,69,14,Canada,3857276,2022-12-01,Canada
Ismael Koné,David Junior Hoilett,39.4,46.8,53.3,36.5,,17.30029,-0.6377208,69,16,Canada,3857276,2022-12-01,Canada
David Junior Hoilett,Ismael Koné,54.8,39.3,45.8,29.9,,13.013839,-2.3344588,69,19,Canada,3857276,2022-12-01,Canada
Ismael Koné,Tajon Buchanan,45.0,29.5,73.8,6.8,,36.67056,-0.66750085,69,20,Canada,3857276,2022-12-01,Canada
David Junior Hoilett,Atiba Hutchinson,120.0,80.0,112.2,37.7,,43.013138,-1.7531451,70,53,Canada,3857276,2022-12-01,Canada
Yassine Bounou,Youssef En-Nesyri,6.0,36.0,70.6,4.9,Incomplete,71.69637,-0.4486768,71,51,Morocco,3857276,2022-12-01,Morocco
Noussair Mazraoui,Romain Saïss,47.8,0.1,23.4,9.6,,26.184156,2.7703059,72,4,Morocco,3857276,2022-12-01,Morocco
Romain Saïss,Yassine Bounou,17.8,13.6,4.6,30.9,,21.760744,2.2225692,72,7,Morocco,3857276,2022-12-01,Morocco
Yassine Bounou,Nayef Aguerd,5.6,33.3,12.5,66.2,,33.61577,1.3640661,72,10,Morocco,3857276,2022-12-01,Morocco
Nayef Aguerd,Achraf Hakimi Mouh,14.2,69.9,24.9,75.9,,12.267437,0.5110573,72,13,Morocco,3857276,2022-12-01,Morocco
Achraf Hakimi Mouh,Youssef En-Nesyri,28.3,80.0,41.6,74.4,,14.43087,-0.39852244,72,31,Morocco,3857276,2022-12-01,Morocco
Atiba Hutchinson,Alphonso Davies,82.6,9.2,89.0,12.4,,7.1554174,0.4636476,72,34,Canada,3857276,2022-12-01,Canada
Hakim Ziyech,Achraf Hakimi Mouh,38.3,60.3,37.9,71.4,,11.107204,1.6068168,72,40,Morocco,3857276,2022-12-01,Morocco
Achraf Hakimi Mouh,Azzedine Ounahi,41.1,74.2,56.5,63.0,,19.042059,-0.6287963,72,42,Morocco,3857276,2022-12-01,Morocco
Azzedine Ounahi,Hakim Ziyech,56.5,63.0,50.8,60.7,,6.146544,-2.7580652,72,43,Morocco,3857276,2022-12-01,Morocco
Hakim Ziyech,Zakaria Aboukhlal,55.5,52.8,119.8,16.2,Out,73.986824,-0.51746964,72,45,Morocco,3857276,2022-12-01,Morocco
Milan Borjan,Kamal Miller,7.0,44.1,27.4,28.2,,25.864454,-0.66206044,73,3,Canada,3857276,2022-12-01,Canada
Kamal Miller,David Junior Hoilett,46.7,18.8,72.3,25.4,,26.437096,0.252318,73,5,Canada,3857276,2022-12-01,Canada
David Junior Hoilett,Richie Laryea,69.6,30.5,117.7,74.8,,65.3919,0.7442958,73,9,Canada,3857276,2022-12-01,Canada
Ismael Koné,Alphonso Davies,71.1,51.9,77.9,77.2,,26.1979,1.308227,73,50,Canada,3857276,2022-12-01,Canada
Richie Laryea,David Junior Hoilett,91.4,71.2,113.4,66.5,Incomplete,22.496445,-0.2104724,74,0,Canada,3857276,2022-12-01,Canada
Ismael Koné,Milan Borjan,71.5,34.8,31.3,43.8,,41.195145,2.921344,74,36,Canada,3857276,2022-12-01,Canada
Milan Borjan,Atiba Hutchinson,31.3,47.4,56.7,48.1,,25.409643,0.027552081,74,41,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Alistair Johnston,59.3,48.3,88.2,11.3,,46.949017,-0.9076982,74,44,Canada,3857276,2022-12-01,Canada
Alistair Johnston,Tajon Buchanan,86.9,14.7,88.2,25.2,,10.58017,1.4476137,74,49,Canada,3857276,2022-12-01,Canada
Sofyan Amrabat,Selim Amallah,34.5,54.7,40.7,45.5,,11.094143,-0.97779375,74,53,Morocco,3857276,2022-12-01,Morocco
Selim Amallah,Azzedine Ounahi,42.8,48.7,52.9,79.5,Out,32.41373,1.2539238,74,57,Morocco,3857276,2022-12-01,Morocco
Kamal Miller,Ismael Koné,65.1,0.1,74.5,6.4,,11.315918,0.59045357,76,8,Canada,3857276,2022-12-01,Canada
Ismael Koné,Atiba Hutchinson,70.0,8.7,50.9,20.1,,22.243425,2.603486,76,12,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Steven de Sousa Vitoria,51.6,22.2,52.4,44.2,,22.01454,1.5344487,76,14,Canada,3857276,2022-12-01,Canada
Steven de Sousa Vitoria,Atiba Hutchinson,52.7,42.7,49.7,26.7,,16.27882,-1.7561443,76,16,Canada,3857276,2022-12-01,Canada
Atiba Hutchinson,Ismael Koné,51.8,27.5,65.3,30.1,,13.748091,0.19026302,76,18,Canada,3857276,2022-12-01,Canada
